#                                                                                           
# .csv to store UE's information in HSS                                                     
# Kept in the following format: "Name,Auth,IMSI,Key,OP_Type,OP/OPc,AMF,SQN,QCI,IP_alloc"  
#                                                                                           
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS                
# Auth:     Authentication algorithm used by the UE. Valid algorithms are XOR               
#           (xor) and MILENAGE (mil)                                                        
# IMSI:     UE's IMSI value                                                                 
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal              
# OP_Type:  Operator's code type, either OP or OPc                                          
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal                     
# AMF:      Authentication management field, stored in hexadecimal                          
# SQN:      UE's Sequence number for freshness of the authentication                        
# QCI:      QoS Class Identifier for the UE's default bearer.                               
# IP_alloc: IP allocation stratagy for the SPGW.                                            
#           With 'dynamic' the SPGW will automatically allocate IPs                         
#           With a valid IPv4 (e.g. '172.16.0.2') the UE will have a statically assigned IP.
#                                                                                           
# Note: Lines starting by '#' are ignored and will be overwritten                           
ue1,mil,208930000000001,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,0000000013c2,7,dynamic
ue2,mil,208930000000002,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue3,mil,208930000000003,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue4,mil,208930000000004,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue5,mil,208930000000005,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue6,mil,208930000000006,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue7,mil,208930000000007,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue8,mil,208930000000008,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue9,mil,208930000000009,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue10,mil,208930000000010,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue11,mil,208930000000011,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue12,mil,208930000000012,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue13,mil,208930000000013,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue14,mil,208930000000014,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue15,mil,208930000000015,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue16,mil,208930000000016,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue17,mil,208930000000017,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue18,mil,208930000000018,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue19,mil,208930000000019,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue20,mil,208930000000020,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue21,mil,208930000000021,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue22,mil,208930000000022,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue23,mil,208930000000023,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue24,mil,208930000000024,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue25,mil,208930000000025,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue26,mil,208930000000026,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue27,mil,208930000000027,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue28,mil,208930000000028,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue29,mil,208930000000029,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue30,mil,208930000000030,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue31,mil,208930000000031,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue32,mil,208930000000032,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue33,mil,208930000000033,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue34,mil,208930000000034,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue35,mil,208930000000035,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue36,mil,208930000000036,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
ue37,mil,208930000000037,00001111222233334444555566667777,opc,88889999aaaabbbbccccddddeeeeffff,8000,000000001234,7,dynamic
